fixed,fixed_value,variable,in_a,agg,model,theta
"[name, pubkey]","[""Yixin Chen"", "" conf/ijcai""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Yixin Chen"", "" conf/kdd""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Yizhou Sun"", "" conf/kdd""]",[year],pubcount,sum,const,0.896432373341911
"[name, pubkey]","[""Yizhou Sun"", "" conf/sigmod""]",[year],pubcount,sum,linear,0.785714285714334
"[name, pubkey]","[""Yizhou Sun"", "" conf/sigmod""]",[year],pubcount,sum,const,0.778800783071405
"[name, pubkey]","[""Yizhou Sun"", "" journals/pvldb""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Yoav Shoham"", "" conf/ijcai""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Yong Yu"", "" conf/aaai""]",[year],pubcount,sum,const,0.778800783071405
"[name, pubkey]","[""Yong Yu"", "" conf/icml""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Yong Yu"", "" conf/kdd""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Yong Yu"", "" conf/sigmod""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Yoram Bachrach"", "" conf/aaai""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Yoram Bachrach"", "" conf/ijcai""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Yoram Singer"", "" conf/icml""]",[year],pubcount,sum,const,0.955375080765052
"[name, pubkey]","[""Yoram Singer"", "" conf/nips""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Yoshua Bengio"", "" conf/nips""]",[year],pubcount,sum,const,0.924313272801667
"[name, pubkey]","[""Yufei Tao"", "" conf/kdd""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Yufei Tao"", "" conf/pods""]",[year],pubcount,sum,const,0.778800783071405
"[name, pubkey]","[""Yufei Tao"", "" conf/sigmod""]",[year],pubcount,sum,const,0.855337379347026
"[name, pubkey]","[""Yufei Tao"", "" conf/vldb""]",[year],pubcount,sum,const,0.881014842513785
"[name, pubkey]","[""Yufei Tao"", "" journals/pvldb""]",[year],pubcount,sum,const,0.778800783071405
"[name, pubkey]","[""Yufei Tao"", "" journals/vldb""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Zachary G. Ives"", "" conf/icde""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Zachary G. Ives"", "" conf/sigmod""]",[year],pubcount,sum,const,0.962565773247296
"[name, pubkey]","[""Zachary G. Ives"", "" journals/pvldb""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Zhen Hua Liu"", "" conf/icde""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Zhen Hua Liu"", "" conf/sigmod""]",[year],pubcount,sum,const,0.896432373341911
"[name, pubkey]","[""Zheng Chen"", "" conf/aaai""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Zhenjie Zhang"", "" conf/sigmod""]",[year],pubcount,sum,const,0.945022758337587
"[name, pubkey]","[""Zhenjie Zhang"", "" journals/pvldb""]",[year],pubcount,sum,const,0.896432373341911
"[name, pubkey]","[""Zhi-Hua Zhou"", "" conf/aaai""]",[year],pubcount,sum,const,0.962565773247296
"[name, pubkey]","[""Zhi-Hua Zhou"", "" conf/icml""]",[year],pubcount,sum,const,0.896432373341911
"[name, pubkey]","[""Zhi-Hua Zhou"", "" conf/ijcai""]",[year],pubcount,sum,linear,0.899999999999989
"[name, pubkey]","[""Zhi-Hua Zhou"", "" conf/kdd""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Zhi-Hua Zhou"", "" conf/nips""]",[year],pubcount,sum,const,0.778800783071405
"[name, pubkey]","[""Zhihua Zhang"", "" conf/aaai""]",[year],pubcount,sum,const,0.778800783071405
"[name, pubkey]","[""Zhihua Zhang"", "" conf/nips""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Ziyang Liu"", "" conf/sigmod""]",[year],pubcount,sum,const,0.778800783071405
"[name, pubkey]","[""Ziyang Liu"", "" journals/pvldb""]",[year],pubcount,sum,const,0.866877899750182
"[name, pubkey]","[""Zoubin Ghahramani"", "" conf/icml""]",[year],pubcount,sum,const,0.862416068824505
"[name, pubkey]","[""Barry OSullivan"", "" conf/aaai""]",[year],pubcount,sum,const,0.930627225044365
"[name, pubkey]","[""Junichi Tatemura"", "" conf/icde""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Junichi Tatemura"", "" conf/sigmod""]",[year],pubcount,sum,const,0.955375080765052
"[name, pubkey]","[""Junichi Tatemura"", "" journals/pvldb""]",[year],pubcount,sum,const,1
[name],"[""Alfons Kemper""]",[pubkey],pubcount,sum,const,0.753004311656458
[name],"[""Andrey Balmin""]",[pubkey],pubcount,sum,const,0.821419083571874
[name],"[""Ben Kao""]",[pubkey],pubcount,sum,const,0.962692458511363
[name],"[""Bogdan Alexe""]",[pubkey],pubcount,sum,const,0.84914503608461
[name],"[""Charles Lee Isbell Jr.""]",[pubkey],pubcount,sum,const,0.838398724164464
[name],"[""Chris Jermaine""]",[pubkey],pubcount,sum,const,0.855695198387653
[name],"[""Christian B+\\xa6hm""]",[pubkey],pubcount,sum,const,0.778800783071405
[name],"[""Dan Klein""]",[pubkey],pubcount,sum,const,0.778800783071405
[name],"[""Dimitrios Gunopulos""]",[pubkey],pubcount,sum,const,0.941891635401024
[name],"[""Doina Precup""]",[pubkey],pubcount,sum,const,0.953642173096255
[name],"[""Edith Elkind""]",[pubkey],pubcount,sum,const,1
[name],"[""Floris Geerts""]",[pubkey],pubcount,sum,const,0.881014842513785
[name],"[""Goetz Graefe""]",[pubkey],pubcount,sum,const,0.881014842513785
[name],"[""Hector Geffner""]",[pubkey],pubcount,sum,const,1
[name],"[""Jayant R. Haritsa""]",[pubkey],pubcount,sum,const,0.835755924463868
[name],"[""Jean-Philippe Vert""]",[pubkey],pubcount,sum,const,0.781511294998713
[name],"[""Jianhua Feng""]",[pubkey],pubcount,sum,const,0.873007148170555
[name],"[""Kyu-Young Whang""]",[pubkey],pubcount,sum,const,0.801251956901201
[name],"[""Le Song""]",[pubkey],pubcount,sum,const,0.818545808382043
[name],"[""Lizhu Zhou""]",[pubkey],pubcount,sum,const,0.873007148170555
[name],"[""Makoto Yokoo""]",[pubkey],pubcount,sum,const,0.781511294998713
[name],"[""Michael Wooldridge""]",[pubkey],pubcount,sum,const,0.763024600552995
[name],"[""Min Wang""]",[pubkey],pubcount,sum,const,0.928119756740095
[name],"[""Mourad Ouzzani""]",[pubkey],pubcount,sum,const,0.778800783071405
[name],"[""Naonori Ueda""]",[pubkey],pubcount,sum,const,0.881014842513785
[name],"[""Nesime Tatbul""]",[pubkey],pubcount,sum,const,0.90979598956895
[name],"[""Olga Papaemmanouil""]",[pubkey],pubcount,sum,const,0.763024600552995
[name],"[""Pascal Van Hentenryck""]",[pubkey],pubcount,sum,const,1
[name],"[""Prasad Tadepalli""]",[pubkey],pubcount,sum,const,0.838398724164464
[name],"[""Reinhard Pichler""]",[pubkey],pubcount,sum,const,0.855695198387653
[name],"[""Sai Wu""]",[pubkey],pubcount,sum,const,0.931062779704023
[name],"[""Shenghuo Zhu""]",[pubkey],pubcount,sum,const,0.808362756083674
[name],"[""Sudipto Guha""]",[pubkey],pubcount,sum,const,0.786394292297661
[name],"[""Sunil Prabhakar""]",[pubkey],pubcount,sum,const,1
[name],"[""Sunita Sarawagi""]",[pubkey],pubcount,sum,const,0.882186485275545
[name],"[""Sven Koenig""]",[pubkey],pubcount,sum,const,0.80836515591451
[name],"[""Tomoharu Iwata""]",[pubkey],pubcount,sum,const,0.801251956901201
[name],"[""Utkarsh Srivastava""]",[pubkey],pubcount,sum,const,0.751211710366121
[name],"[""Vibhor Rastogi""]",[pubkey],pubcount,sum,const,0.883405903433306
[name],"[""Vinayak R. Borkar""]",[pubkey],pubcount,sum,const,0.965073388886929
[name],"[""Yehoshua Sagiv""]",[pubkey],pubcount,sum,const,0.873007148170555
[name],"[""Yiping Ke""]",[pubkey],pubcount,sum,const,0.801251956901201
[name],"[""Yixin Chen""]",[pubkey],pubcount,sum,const,0.925961078642316
[name],"[""Yoram Singer""]",[pubkey],pubcount,sum,const,1
[name],"[""Zhihua Zhang""]",[pubkey],pubcount,sum,const,0.881014842513785
[name],"[""Barry OSullivan""]",[pubkey],pubcount,sum,const,0.796253414737639
[name],"[""Ada Wai-Chee Fu""]",[year],pubcount,sum,const,0.978644392433846
[name],"[""Akrivi Vlachou""]",[year],pubcount,sum,const,0.985344357725213
[name],"[""Alessandro Lazaric""]",[year],pubcount,sum,linear,0.819407008086218
[name],"[""Alex Rogers""]",[year],pubcount,sum,const,0.884549218637599
[name],"[""Alexander G. Gray""]",[year],pubcount,sum,const,0.891291605290795
[name],"[""Alexander J. Smola""]",[year],pubcount,sum,const,0.911412526831679
[name],"[""Alexandros Labrinidis""]",[year],pubcount,sum,const,0.862416068824505
[name],"[""Alin Deutsch""]",[year],pubcount,sum,const,0.852550500353827
[name],"[""Alin Dobra""]",[year],pubcount,sum,const,0.883405903433306
[name],"[""Alkis Simitsis""]",[year],pubcount,sum,const,0.891291605290795
[name],"[""Alon Y. Halevy""]",[year],pubcount,sum,const,0.771060319576847
[name],"[""Ambuj Tewari""]",[year],pubcount,sum,linear,0.854094076655052
[name],"[""Amir Globerson""]",[year],pubcount,sum,const,0.987526281801654
[name],"[""Amol Deshpande""]",[year],pubcount,sum,const,0.961497772183186
[name],"[""Amos J. Storkey""]",[year],pubcount,sum,const,0.865985467909173
[name],"[""Amr El Abbadi""]",[year],pubcount,sum,const,0.974554728025087
[name],"[""Anastasios Kementsietsidis""]",[year],pubcount,sum,const,0.966231031814344
[name],"[""Anastassia Ailamaki""]",[year],pubcount,sum,const,0.980469679640617
[name],"[""Andrew G. Barto""]",[year],pubcount,sum,const,0.779777408475716
[name],"[""Andrew Y. Ng""]",[year],pubcount,sum,const,0.765716608999065
[name],"[""Andrey Balmin""]",[year],pubcount,sum,const,0.788499346901638
[name],"[""Anish Das Sarma""]",[year],pubcount,sum,const,0.919698602928606
[name],"[""Anthony K. H. Tung""]",[year],pubcount,sum,const,0.975150676274905
[name],"[""Antonios Deligiannakis""]",[year],pubcount,sum,const,0.822857270592235
[name],"[""Aoying Zhou""]",[year],pubcount,sum,const,0.862416068824505
[name],"[""Ariel Felner""]",[year],pubcount,sum,const,0.895054369938021
[name],"[""Aristides Gionis""]",[year],pubcount,sum,const,0.854334355581265
[name],"[""Arvind Arasu""]",[year],pubcount,sum,const,0.981930141742859
[name],"[""Ashwin Machanavajjhala""]",[year],pubcount,sum,const,0.93435754562155
[name],"[""Badrish Chandramouli""]",[year],pubcount,sum,const,0.988003242794094
[name],"[""Bart Selman""]",[year],pubcount,sum,const,0.757576133133066
[name],"[""Benny Kimelfeld""]",[year],pubcount,sum,const,0.885002231643151
[name],"[""Bin Cui""]",[year],pubcount,sum,const,0.914033050101054
[name],"[""Bogdan Alexe""]",[year],pubcount,sum,const,0.84914503608461
[name],"[""Bolin Ding""]",[year],pubcount,sum,const,0.779777408475716
[name],"[""C+\\xacsar A. Galindo-Legaria""]",[year],pubcount,sum,const,0.883405903433306
[name],"[""Calisto Zuzarte""]",[year],pubcount,sum,const,0.962565773247296
[name],"[""Carla P. Gomes""]",[year],pubcount,sum,const,0.765995500396779
[name],"[""Carsten Lutz""]",[year],pubcount,sum,const,0.865985467909173
[name],"[""Charu C. Aggarwal""]",[year],pubcount,sum,const,0.757576133133066
[name],"[""Christopher R+\\xac""]",[year],pubcount,sum,const,0.969787891506007
[name],"[""Chun Chen""]",[year],pubcount,sum,const,0.919698602928606
[name],"[""Corinna Cortes""]",[year],pubcount,sum,const,0.93435754562155
[name],"[""Craig Boutilier""]",[year],pubcount,sum,const,0.845065798482039
[name],"[""Cyrus Shahabi""]",[year],pubcount,sum,const,0.783358489819263
[name],"[""Dan Klein""]",[year],pubcount,sum,linear,0.857142857142846
[name],"[""Dan Suciu""]",[year],pubcount,sum,const,0.926472794742407
[name],"[""Daniel D. Lee""]",[year],pubcount,sum,const,0.907765516676439
[name],"[""Daniel S. Weld""]",[year],pubcount,sum,const,0.904661964521638
[name],"[""Daphne Koller""]",[year],pubcount,sum,const,0.788499346901638
[name],"[""David B. Lomet""]",[year],pubcount,sum,const,0.939091664877378
[name],"[""David Jensen""]",[year],pubcount,sum,const,0.808362756083674
[name],"[""David Maier""]",[year],pubcount,sum,const,0.783358489819263
[name],"[""David Silver""]",[year],pubcount,sum,const,0.919698602928606
[name],"[""David W. Cheung""]",[year],pubcount,sum,const,0.926269785807144
[name],"[""Diego Calvanese""]",[year],pubcount,sum,const,0.757576133133066
[name],"[""Dimitrios Gunopulos""]",[year],pubcount,sum,const,0.929437787601421
[name],"[""Doina Precup""]",[year],pubcount,sum,const,0.941144410040722
[name],"[""Eero P. Simoncelli""]",[year],pubcount,sum,const,0.981930141742859
[name],"[""Elke A. Rundensteiner""]",[year],pubcount,sum,const,0.778722911036317
[name],"[""Eric Horvitz""]",[year],pubcount,sum,const,0.75583278909832
[name],"[""Eric Lo""]",[year],pubcount,sum,const,0.75583278909832
[name],"[""Esra Erdem""]",[year],pubcount,sum,const,0.962565773247296
[name],"[""Eyke H++llermeier""]",[year],pubcount,sum,const,0.84914503608461
[name],"[""Fei Sha""]",[year],pubcount,sum,const,0.811993261588118
[name],"[""Feifei Li""]",[year],pubcount,sum,const,0.989036410306274
[name],"[""Felix Naumann""]",[year],pubcount,sum,const,0.935532206431391
[name],"[""Floris Geerts""]",[year],pubcount,sum,const,0.914033050101054
[name],"[""Fran+\\xbaois Laviolette""]",[year],pubcount,sum,const,0.907765516676439
[name],"[""Francesco Bonchi""]",[year],pubcount,sum,const,0.84914503608461
[name],"[""Frank Neven""]",[year],pubcount,sum,const,0.939091664877378
[name],"[""Frank Wolter""]",[year],pubcount,sum,linear,0.840579710144931
[name],"[""Frederick Reiss""]",[year],pubcount,sum,const,0.959840368730102
[name],"[""Geoffrey E. Hinton""]",[year],pubcount,sum,const,0.757576133133066
[name],"[""Geoffrey J. Gordon""]",[year],pubcount,sum,const,0.862416068824505
[name],"[""George Kollios""]",[year],pubcount,sum,const,0.909034146371761
[name],"[""Glenn Fung""]",[year],pubcount,sum,const,0.919380642747766
[name],"[""Goetz Graefe""]",[year],pubcount,sum,const,0.787656498700693
[name],"[""Guido Moerkotte""]",[year],pubcount,sum,const,0.966231031814344
[name],"[""Hans-Arno Jacobsen""]",[year],pubcount,sum,const,0.959840368730102
[name],"[""Hector Geffner""]",[year],pubcount,sum,const,0.962565773247296
[name],"[""Heikki Mannila""]",[year],pubcount,sum,const,0.919698602928606
[name],"[""Hongyuan Zha""]",[year],pubcount,sum,const,0.986659104511567
[name],"[""Huan Liu""]",[year],pubcount,sum,const,0.841076559834538
[name],"[""Hui Xiong""]",[year],pubcount,sum,const,0.852550500353827
[name],"[""Ian Davidson""]",[year],pubcount,sum,const,0.931222033018082
[name],"[""Inderjit S. Dhillon""]",[year],pubcount,sum,const,0.840357776170565
[name],"[""Ioana Manolescu""]",[year],pubcount,sum,const,0.995182375796929
[name],"[""J++rgen Schmidhuber""]",[year],pubcount,sum,const,0.939091664877378
[name],"[""James Cheng""]",[year],pubcount,sum,linear,0.956989247311838
[name],"[""James Cheng""]",[year],pubcount,sum,const,0.855695198387653
[name],"[""Jason Weston""]",[year],pubcount,sum,const,0.991951047441062
[name],"[""Jayant Madhavan""]",[year],pubcount,sum,const,0.914033050101054
[name],"[""Jayavel Shanmugasundaram""]",[year],pubcount,sum,const,0.945121268271622
[name],"[""Jean-Philippe Vert""]",[year],pubcount,sum,const,0.956898874921185
[name],"[""Jeff A. Bilmes""]",[year],pubcount,sum,const,0.914033050101054
[name],"[""Jeff G. Schneider""]",[year],pubcount,sum,const,0.783358489819263
[name],"[""Jeffrey S. Rosenschein""]",[year],pubcount,sum,const,0.898168522290705
[name],"[""Jens Teubner""]",[year],pubcount,sum,const,0.951882477279313
[name],"[""Ji-Rong Wen""]",[year],pubcount,sum,const,0.787656498700694
[name],"[""Jian Pei""]",[year],pubcount,sum,const,0.793972913870505
[name],"[""Jiawei Han""]",[year],pubcount,sum,const,0.853233697255464
[name],"[""Jimeng Sun""]",[year],pubcount,sum,const,0.809915380538041
[name],"[""Joelle Pineau""]",[year],pubcount,sum,const,0.991149975266639
[name],"[""Jon M. Kleinberg""]",[year],pubcount,sum,const,0.995870034568339
[name],"[""Jonathan Goldstein""]",[year],pubcount,sum,const,0.919698602928606
[name],"[""Jonathan Schaeffer""]",[year],pubcount,sum,const,0.99205054911563
[name],"[""Joohyung Lee""]",[year],pubcount,sum,const,0.93435754562155
[name],"[""Juliana Freire""]",[year],pubcount,sum,const,0.964294972685089
[name],"[""Jun Liu""]",[year],pubcount,sum,const,0.7728158119223
[name],"[""Jun Zhu""]",[year],pubcount,sum,const,0.893613069223461
[name],"[""Justin J. Levandoski""]",[year],pubcount,sum,const,0.865985467909173
[name],"[""Kai Yu""]",[year],pubcount,sum,const,0.753855548578664
[name],"[""Kai-Uwe Sattler""]",[year],pubcount,sum,const,0.981133171575408
[name],"[""Kaile Su""]",[year],pubcount,sum,const,0.919698602928606
[name],"[""Kamesh Munagala""]",[year],pubcount,sum,const,0.855337379347026
[name],"[""Karl Aberer""]",[year],pubcount,sum,const,0.986969231618094
[name],"[""Kaushik Chakrabarti""]",[year],pubcount,sum,const,0.919698602928606
[name],"[""Ke Wang""]",[year],pubcount,sum,const,0.822857270592235
[name],"[""Klaus-Robert M++ller""]",[year],pubcount,sum,const,0.931222033018082
[name],"[""Koby Crammer""]",[year],pubcount,sum,const,0.759241943073694
[name],"[""Kristian Kersting""]",[year],pubcount,sum,const,0.919380642747766
[name],"[""Laks V. S. Lakshmanan""]",[year],pubcount,sum,const,0.926569256785964
[name],"[""Laura Chiticariu""]",[year],pubcount,sum,const,0.987526281801654
[name],"[""Lawrence K. Saul""]",[year],pubcount,sum,const,0.778722911036317
[name],"[""Lei Chen 0002""]",[year],pubcount,sum,linear,0.78237694091403
[name],"[""Lei Li""]",[year],pubcount,sum,const,0.84914503608461
[name],"[""Leonid Libkin""]",[year],pubcount,sum,const,0.935532206431391
[name],"[""Ling Liu""]",[year],pubcount,sum,const,0.753855548578664
[name],"[""Lizhu Zhou""]",[year],pubcount,sum,const,0.956898874921185
[name],"[""Luc De Raedt""]",[year],pubcount,sum,const,0.778722911036317
[name],"[""Lucian Popa""]",[year],pubcount,sum,const,0.957489301465811
[name],"[""Mal+\\xa6 Castellanos""]",[year],pubcount,sum,const,0.779777408475716
[name],"[""Man Lung Yiu""]",[year],pubcount,sum,const,0.906810566143766
[name],"[""Marc Toussaint""]",[year],pubcount,sum,const,0.919698602928606
[name],"[""Marcelo Arenas""]",[year],pubcount,sum,const,0.914033050101054
[name],"[""Marcos Antonio Vaz Salles""]",[year],pubcount,sum,const,0.99205054911563
[name],"[""Marianne Winslett""]",[year],pubcount,sum,const,0.934437079577971
[name],"[""Marios Hadjieleftheriou""]",[year],pubcount,sum,const,0.770321562068623
[name],"[""Martin J. Wainwright""]",[year],pubcount,sum,const,0.759241943073694
[name],"[""Martin L. Kersten""]",[year],pubcount,sum,const,0.988003242794094
[name],"[""Martin M++ller 0003""]",[year],pubcount,sum,const,0.883405903433306
[name],"[""Martin Theobald""]",[year],pubcount,sum,const,0.914033050101054
[name],"[""Masaru Kitsuregawa""]",[year],pubcount,sum,const,0.885002231643151
[name],"[""Massimiliano Pontil""]",[year],pubcount,sum,const,0.914033050101054
[name],"[""Maurice van Keulen""]",[year],pubcount,sum,const,0.907765516676439
[name],"[""Mauricio A. Hern+\\xedndez""]",[year],pubcount,sum,const,0.914033050101054
[name],"[""Maurizio Lenzerini""]",[year],pubcount,sum,const,0.822857270592235
[name],"[""Mausam""]",[year],pubcount,sum,const,0.926269785807144
[name],"[""Mehryar Mohri""]",[year],pubcount,sum,const,0.757576133133066
[name],"[""Michael J. Carey""]",[year],pubcount,sum,const,0.788499346901638
[name],"[""Michael J. Franklin""]",[year],pubcount,sum,const,0.910813219483178
[name],"[""Michael W. Mahoney""]",[year],pubcount,sum,const,0.986659104511567
[name],"[""Ming Zhou""]",[year],pubcount,sum,const,0.881014842513785
[name],"[""Mukesh K. Mohania""]",[year],pubcount,sum,const,0.981930141742859
[name],"[""Naftali Tishby""]",[year],pubcount,sum,const,0.883405903433306
[name],"[""Nan Zhang 0004""]",[year],pubcount,sum,const,0.808362756083674
[name],"[""Naonori Ueda""]",[year],pubcount,sum,const,0.998204694119404
[name],"[""Naren Ramakrishnan""]",[year],pubcount,sum,const,0.931222033018082
[name],"[""Neoklis Polyzotis""]",[year],pubcount,sum,const,0.778722911036317
[name],"[""Nesime Tatbul""]",[year],pubcount,sum,const,0.958360583945661
[name],"[""Nicolas Bruno""]",[year],pubcount,sum,const,0.776878093579047
[name],"[""Nikos Mamoulis""]",[year],pubcount,sum,const,0.968537530935973
[name],"[""Nitin Gupta 0003""]",[year],pubcount,sum,const,0.75583278909832
[name],"[""Olga Papaemmanouil""]",[year],pubcount,sum,const,0.907765516676439
[name],"[""Omar Benjelloun""]",[year],pubcount,sum,const,0.855695198387653
[name],"[""Padhraic Smyth""]",[year],pubcount,sum,const,0.783358489819263
[name],"[""Panagiotis G. Ipeirotis""]",[year],pubcount,sum,const,0.986659104511567
[name],"[""Panagiotis Karras""]",[year],pubcount,sum,const,0.956898874921185
[name],"[""Panos K. Chrysanthis""]",[year],pubcount,sum,const,0.817270027724471
[name],"[""Peer Kr+\\xa6ger""]",[year],pubcount,sum,const,0.865985467909173
[name],"[""Peter A. Boncz""]",[year],pubcount,sum,linear,0.825210084033609
